,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3299,1,0,0,0,65,1,1,2,1,1,1,1,1,1,1,1,3,293,6035,0
3300,0,0,1,1,27,1,0,0,2,2,2,2,2,2,1,0,1,335,4774,0
3302,1,0,0,0,25,1,1,2,0,1,1,0,1,1,1,1,0,64,2662,1
3303,0,0,0,0,34,1,1,2,0,1,0,0,0,0,0,0,2,1163,2651,1
3304,1,1,1,0,66,1,1,2,0,1,1,1,1,1,2,1,0,187,5843,0
3305,1,1,0,0,32,1,1,2,0,0,0,0,1,1,0,0,0,1487,3158,0
3306,0,0,1,1,23,1,0,2,0,1,0,1,0,0,0,1,0,1204,2055,0
3307,0,0,1,1,43,1,1,1,0,1,0,1,1,1,2,0,0,1197,3312,0
3309,0,0,0,0,18,1,0,0,2,2,2,2,2,2,1,0,3,331,4410,0
3311,0,0,0,0,43,0,2,1,1,1,0,0,1,0,0,1,0,605,1734,0
3314,0,0,0,0,31,1,0,2,0,1,1,0,0,0,1,0,0,1205,2615,0
3315,1,1,1,0,63,1,1,2,0,1,1,1,1,1,1,1,2,139,5546,0
3316,0,0,1,0,19,0,2,1,1,1,1,0,1,0,1,0,2,643,355,0
3317,1,0,1,0,60,1,0,1,1,1,0,1,1,0,1,0,3,1035,3774,0
3321,0,0,1,0,61,1,1,0,2,2,2,2,2,2,2,0,1,407,1217,0
3322,0,1,0,0,72,1,1,2,0,0,0,0,0,1,0,1,0,1288,5838,1
3323,0,0,0,1,21,1,0,0,2,2,2,2,2,2,0,0,1,338,4466,0
3325,1,0,0,0,34,1,1,2,0,0,0,0,0,1,0,1,0,1312,2934,1
3326,1,1,0,0,32,1,0,1,0,1,1,1,1,0,1,1,3,1022,2144,1
3327,1,0,1,0,63,1,1,2,0,1,1,0,0,1,1,0,0,1498,5075,0
3330,1,1,0,0,47,1,1,2,0,0,1,0,1,1,0,1,0,1542,4162,1
3334,0,0,0,0,36,1,1,2,0,1,1,0,1,1,0,1,0,120,3770,1
3336,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,339,153,0
3337,0,0,0,0,67,1,1,2,0,0,0,0,0,0,0,1,0,1118,4671,0
3339,0,0,1,1,65,1,1,1,1,1,1,1,1,1,2,0,3,1357,5026,0
3340,0,1,0,0,45,1,1,2,0,0,0,0,1,0,0,1,3,1262,3787,1
3341,0,1,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,585,1735,0
3342,1,0,0,0,35,0,2,1,1,1,1,0,1,1,1,0,3,885,2172,0
3345,0,0,1,0,70,1,1,2,0,1,1,0,1,1,1,1,0,26,5681,0
3347,1,0,1,1,16,1,0,0,2,2,2,2,2,2,2,0,1,351,3866,0
3348,0,1,0,0,69,1,1,2,0,1,1,0,1,1,1,1,0,112,5786,0
3354,0,0,0,0,50,0,2,1,1,0,0,1,0,1,1,0,2,591,2005,0
3355,0,0,1,0,65,1,1,2,0,1,1,1,0,0,2,0,3,1401,5088,0
3356,0,0,1,1,34,1,1,1,0,0,0,0,0,0,0,0,1,697,2027,1
3358,1,0,0,0,20,1,0,1,1,0,0,1,0,0,0,0,1,732,854,0
3359,1,0,0,0,14,1,0,0,2,2,2,2,2,2,0,1,1,332,3557,0
3361,0,1,0,0,61,1,1,1,0,1,1,1,0,1,0,0,3,1104,4110,0
3363,1,0,1,0,53,0,2,1,0,1,1,1,1,1,2,1,2,806,2842,0
3364,0,0,1,0,14,1,1,2,1,0,1,0,1,1,0,1,0,72,1890,1
3366,1,0,1,0,25,1,0,2,0,0,1,0,1,1,1,1,0,1468,2540,0
3367,1,0,0,0,48,1,1,1,1,1,1,1,1,1,2,1,1,1382,3938,0
3368,0,0,0,0,41,1,1,2,0,1,1,0,0,1,1,1,0,1475,3753,0
3370,0,0,1,1,49,0,2,1,1,1,1,0,0,1,0,1,2,654,2141,0
3372,1,1,0,0,53,1,1,2,0,1,0,1,1,1,0,1,2,92,4849,0
3375,0,0,1,1,69,1,0,0,2,2,2,2,2,2,2,0,2,331,705,0
3377,1,0,1,0,65,1,1,0,2,2,2,2,2,2,2,0,3,397,1100,0
3378,1,0,1,0,70,1,0,1,1,1,1,1,1,1,2,0,1,1288,4935,0
3381,0,0,0,0,36,1,0,1,1,0,1,1,1,1,1,1,2,1201,2885,0
3382,1,0,1,1,70,1,1,0,2,2,2,2,2,2,2,0,3,407,1439,0
3383,1,0,1,0,56,1,1,2,0,0,0,0,0,0,0,1,0,1121,3718,1
3384,0,0,1,1,34,1,0,2,0,0,1,0,0,0,0,1,0,1086,2828,1
3386,0,0,1,0,54,1,1,1,1,0,0,1,0,1,1,1,0,987,3395,0
3387,0,0,0,0,67,1,0,0,2,2,2,2,2,2,0,0,1,346,989,0
3388,0,0,1,0,62,1,0,1,1,0,1,0,0,0,0,1,1,766,3167,0
3390,1,0,1,0,52,1,0,0,2,2,2,2,2,2,1,0,3,332,241,0
3391,1,0,0,0,34,1,0,0,2,2,2,2,2,2,0,0,1,313,5665,0
3392,0,0,1,1,54,1,0,1,0,0,0,0,0,0,1,1,1,591,2056,0
3393,1,0,1,0,59,1,1,2,0,0,1,1,1,1,2,1,2,144,5460,0
3394,1,0,0,0,19,1,1,1,1,1,0,0,0,0,1,0,0,878,1034,0
3395,1,0,0,0,59,1,1,2,1,1,1,0,0,0,0,0,2,1411,4624,0
3396,0,0,1,1,54,1,0,2,1,1,0,0,1,1,1,0,3,1570,4813,0
3397,0,0,1,0,65,1,1,1,1,1,1,1,1,1,2,1,0,1431,5172,0
3398,0,0,1,1,58,1,1,2,1,1,1,0,0,1,1,1,3,14,4927,0
3399,0,0,0,0,37,1,1,1,0,0,1,1,1,1,2,1,3,1173,2929,0
3401,0,0,0,0,52,1,0,0,2,2,2,2,2,2,2,1,2,324,161,0
3402,0,0,0,0,34,1,1,2,0,1,0,0,0,1,0,1,0,1376,3076,1
3403,0,0,0,0,34,1,0,0,2,2,2,2,2,2,0,0,3,342,6102,0
3404,0,0,0,1,29,1,0,1,1,1,0,0,0,0,1,0,3,775,1646,0
3405,0,0,1,1,61,1,1,2,1,0,0,1,0,0,0,1,2,1335,4451,0
3406,0,0,0,0,25,1,0,0,2,2,2,2,2,2,1,0,1,352,5395,0
3407,0,1,1,0,64,1,0,0,2,2,2,2,2,2,2,1,2,334,480,0
3408,0,0,0,0,34,1,0,1,0,1,0,0,0,0,0,0,3,694,924,1
3409,0,1,1,0,68,1,1,2,1,1,1,1,1,1,2,1,0,244,5877,0
3410,1,0,0,0,23,1,0,1,0,0,0,0,1,0,0,0,3,731,1454,1
3411,1,1,1,0,49,1,1,2,0,1,0,0,1,1,0,1,0,36,4601,1
3413,0,0,1,1,22,1,0,2,0,0,0,0,1,1,0,1,3,1354,2269,0
3414,0,0,0,0,42,0,2,1,1,0,1,1,0,0,2,0,1,567,1450,0
3415,0,0,1,1,65,1,1,2,0,0,0,0,1,0,1,1,0,1260,4696,1
3417,0,0,1,1,71,1,0,1,0,1,0,1,0,0,0,0,2,789,3424,0
3418,1,0,1,0,50,1,1,2,1,1,1,0,1,1,0,0,0,179,4994,0
3419,1,0,1,1,66,1,0,2,0,1,0,1,1,0,2,1,1,1439,5202,0
3420,0,0,0,0,19,1,1,1,1,1,0,0,1,0,0,1,2,1009,1348,0
3421,0,0,1,0,70,1,1,2,1,1,1,1,0,0,2,1,2,1531,5574,0
3422,0,0,0,0,68,0,2,1,1,0,1,1,1,1,2,1,2,816,3598,0
3425,0,0,1,1,21,1,0,2,0,0,0,0,0,0,1,1,2,1027,1598,0
3427,0,0,1,0,14,1,1,2,0,0,0,0,1,1,0,1,0,1478,1549,0
3428,1,1,1,0,47,1,1,2,1,0,1,0,1,0,0,1,2,1468,4025,1
3429,0,0,1,1,49,1,0,0,2,2,2,2,2,2,1,0,2,324,16,0
3430,1,0,0,1,49,1,0,2,1,1,1,0,0,1,1,0,0,1511,4266,0
3431,1,0,1,0,17,1,1,2,0,0,1,0,1,1,0,1,0,21,2031,1
3432,0,0,1,0,68,1,1,1,1,1,1,1,1,1,2,1,3,1488,5415,0
3433,1,0,0,0,58,1,1,2,1,1,1,0,1,1,1,1,0,147,5220,0
3436,1,0,0,0,18,1,0,0,2,2,2,2,2,2,1,1,2,323,4335,0
3437,0,0,0,0,36,1,1,1,0,1,0,0,0,0,1,1,3,789,2000,0
3439,1,1,1,0,70,1,1,2,0,1,1,0,1,1,2,1,2,77,5862,1
3440,0,0,1,1,69,1,1,1,1,1,1,1,1,1,2,1,3,1408,5061,0
3441,0,0,1,1,28,1,0,1,1,1,1,0,0,0,1,1,1,863,1674,0
3442,1,0,0,0,22,1,0,2,0,0,1,1,1,1,0,1,3,1562,2434,0
3443,1,1,1,0,35,1,0,2,1,1,1,1,1,0,1,1,3,1549,3509,0
3444,1,0,1,0,30,0,2,1,1,0,1,0,0,0,1,0,1,500,580,0
3445,0,0,1,0,41,1,1,2,0,1,0,1,1,1,1,1,0,58,3901,0
3446,0,0,0,0,54,1,1,2,1,1,1,0,1,1,1,1,0,147,5118,0
3447,1,0,0,0,33,1,1,2,0,1,0,0,0,0,1,0,3,1232,2798,0
3448,1,0,1,1,34,1,0,1,0,0,0,1,0,1,0,0,3,876,1931,1
3449,0,0,1,1,48,1,1,2,0,1,1,0,1,0,1,1,3,1506,4209,0
3450,1,1,1,0,68,1,1,2,0,1,1,0,1,1,1,1,0,90,5673,0
3451,1,1,1,0,62,1,0,2,0,0,0,0,0,0,1,1,2,1038,3883,0
3453,0,0,1,0,68,1,1,2,0,0,1,0,1,1,1,1,0,1539,5490,0
3454,0,1,1,1,22,0,2,1,0,1,1,0,0,0,0,1,1,506,55,0
3456,0,0,0,0,64,1,1,1,1,0,1,1,1,1,2,1,1,1304,4716,0
3458,0,0,0,0,19,1,0,2,0,0,0,0,1,1,0,1,2,1373,1910,1
3459,0,0,1,1,24,1,1,0,2,2,2,2,2,2,2,1,1,398,5958,0
3460,0,0,1,0,43,1,0,2,0,0,1,1,1,1,0,1,3,1,4082,0
3461,0,0,1,1,51,1,0,1,1,1,0,0,0,0,0,0,0,777,2724,0
3462,1,0,0,0,67,1,1,2,0,0,0,0,0,1,0,1,1,1303,4929,1
3463,1,0,0,0,31,1,1,2,1,0,0,0,1,0,0,1,0,1420,2924,0
3464,0,0,1,0,25,1,0,2,0,1,0,0,0,1,0,1,2,1276,2327,0
3465,1,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,0,627,1595,0
3466,1,0,1,1,70,1,1,0,2,2,2,2,2,2,2,1,3,398,1332,0
3467,1,1,0,0,45,1,0,2,0,0,0,0,1,1,0,1,0,1425,3806,1
3470,1,0,1,1,71,1,0,1,1,0,0,0,0,0,0,1,3,706,3502,0
3471,0,0,0,0,29,1,0,0,2,2,2,2,2,2,1,0,1,355,5731,0
3472,0,1,0,0,52,1,1,2,0,1,1,0,1,1,0,0,0,89,4811,0
3473,1,0,1,0,37,1,1,2,0,0,1,1,1,1,0,1,2,117,3839,1
3474,1,1,1,1,62,1,1,2,1,1,0,0,0,0,0,1,0,1314,4699,0
3476,1,1,1,0,62,1,1,2,1,0,0,0,1,1,1,1,0,15,5301,0
3478,0,0,0,0,16,1,1,1,1,0,1,0,1,1,1,1,0,1175,1405,0
3479,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,1,615,1568,1
3480,1,0,1,0,68,1,0,0,2,2,2,2,2,2,2,0,3,330,802,0
3481,0,0,0,0,34,1,1,1,0,0,0,0,0,0,0,0,0,694,1760,0
3484,0,1,1,0,32,1,0,2,1,0,0,0,0,1,0,1,0,1268,2736,0
3486,1,0,0,0,42,1,1,2,1,1,0,0,1,0,1,0,2,1488,3863,0
3487,0,0,1,1,48,1,0,0,2,2,2,2,2,2,2,0,2,335,151,0
3488,1,0,0,0,72,1,1,1,0,0,0,0,0,1,0,0,1,845,4503,0
3489,0,0,1,0,19,1,1,1,1,1,1,1,1,1,1,1,3,1399,1949,0
3490,1,0,1,1,71,1,0,1,0,0,1,0,0,0,0,1,0,701,3544,1
3491,1,0,1,0,39,1,0,1,0,1,1,1,1,0,1,1,0,1038,2829,0
3492,0,0,0,0,23,0,2,1,0,1,0,0,0,0,0,0,1,434,6501,0
3494,0,0,1,1,72,1,1,2,0,0,0,0,1,0,0,1,2,1306,5793,1
3496,1,0,0,0,18,1,0,2,1,0,0,0,0,0,0,0,2,1097,1555,0
3498,1,0,0,0,38,1,0,2,1,0,0,0,0,0,0,1,0,1115,2778,1
3500,0,0,1,0,54,1,1,2,0,1,1,0,0,1,1,1,0,1478,4645,0
3501,0,0,1,1,55,1,1,1,1,0,1,1,1,0,2,1,1,1140,3843,0
3502,1,0,0,0,39,0,2,1,1,0,1,0,1,1,1,1,0,743,2093,0
3503,1,0,0,0,63,1,1,2,0,1,0,1,1,1,1,1,0,79,5418,0
3504,1,0,1,1,65,1,0,0,2,2,2,2,2,2,2,0,2,332,681,0
3505,1,0,0,0,72,0,2,1,0,0,0,0,0,0,0,1,0,395,1496,0
3507,1,0,0,0,34,1,0,0,2,2,2,2,2,2,0,0,1,328,5909,0
3508,0,0,0,0,68,1,1,2,1,1,1,1,1,1,2,1,2,244,5990,0
3510,0,0,0,0,71,1,1,2,0,0,0,0,0,0,0,1,0,1116,4754,0
3511,1,0,0,0,49,1,1,0,2,2,2,2,2,2,2,0,1,388,512,0
3512,1,1,0,0,47,1,1,0,2,2,2,2,2,2,1,0,2,396,475,0
3514,1,0,1,1,57,1,1,2,1,0,1,1,1,1,2,1,0,199,5255,0
3516,1,0,0,0,23,1,0,1,0,0,0,0,0,0,0,1,0,577,419,1
3517,1,0,1,0,68,1,0,2,1,1,1,1,1,1,1,1,2,178,5789,1
3519,1,1,0,0,38,1,1,2,0,0,0,0,1,0,0,1,0,1296,3148,0
3521,0,0,1,1,53,1,0,1,1,1,0,0,0,0,1,0,0,732,2654,0
3522,1,0,1,1,31,1,0,0,2,2,2,2,2,2,1,0,3,329,5356,0
3523,0,0,1,0,70,1,1,2,1,1,1,1,1,1,2,0,3,223,5998,0
3525,0,1,1,0,46,1,1,2,0,1,1,0,1,0,0,1,0,1493,4128,1
3526,1,1,0,0,45,1,0,1,0,0,1,0,0,0,0,0,0,687,2007,1
3534,0,0,0,1,41,1,0,2,1,1,0,1,1,1,1,1,2,98,4075,1
3535,1,0,1,1,61,1,1,2,0,1,1,1,1,1,2,1,3,173,5342,0
3537,1,0,1,1,18,1,0,1,0,1,1,0,0,0,1,0,1,736,644,0
3538,1,0,1,1,69,1,0,2,1,1,1,1,1,0,2,0,3,4,5627,0
3539,1,0,0,0,71,1,0,1,0,0,0,0,0,0,0,1,1,612,3721,1
3540,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,2,163,5883,0
3541,0,0,1,0,44,0,2,1,1,0,0,0,1,0,0,0,2,558,1697,0
3542,1,0,1,1,22,0,2,1,1,1,1,1,0,1,1,1,3,770,1107,0
3543,1,0,1,0,70,1,1,2,1,1,1,1,0,1,2,0,2,106,5816,0
3544,1,0,1,0,25,1,1,2,0,1,1,0,1,0,0,0,0,1468,2617,1
3545,0,0,0,0,46,1,1,2,0,0,0,0,1,1,0,1,0,1506,3998,0
3546,1,0,1,0,69,1,1,1,1,0,1,1,1,1,2,0,0,1263,4998,0
3547,1,1,1,0,68,1,1,1,1,1,1,1,1,1,2,0,3,1398,5119,0
3548,1,0,0,0,69,1,1,2,1,0,0,1,0,1,1,0,3,1539,5305,0
3549,1,0,1,1,58,1,0,1,1,1,1,1,0,0,2,1,2,981,3554,0
3550,1,0,0,0,26,1,0,2,0,0,0,1,1,1,0,1,0,1516,2767,1
3552,1,0,0,0,65,1,1,2,1,1,1,0,0,1,2,1,2,40,5601,0
3553,1,0,0,0,59,1,1,0,2,2,2,2,2,2,2,0,2,365,793,0
3554,0,0,0,1,67,1,0,2,0,0,0,0,0,0,0,1,0,1040,3995,0
3555,1,0,0,0,13,1,1,2,0,0,0,0,1,0,0,1,0,1304,1244,1
3556,1,0,1,1,56,1,0,0,2,2,2,2,2,2,1,0,1,322,250,0
3557,0,1,0,0,27,0,2,1,1,1,1,0,1,1,0,1,2,836,1458,0
3558,1,0,1,1,21,1,1,2,0,0,0,0,1,1,1,0,2,1440,2223,0
3559,1,0,0,0,20,1,0,0,2,2,2,2,2,2,2,0,3,330,3981,0
3560,1,0,0,0,67,1,0,1,0,0,0,0,0,0,0,0,1,587,2408,0
3561,1,0,0,0,19,1,1,2,0,0,0,1,0,0,0,1,0,1214,1717,1
3562,1,1,0,0,45,1,1,2,0,1,0,0,0,1,0,1,0,1393,4251,1
3563,1,1,0,0,24,1,1,2,1,0,0,0,0,1,0,1,3,1407,2244,0
3564,1,0,0,0,60,1,1,2,0,1,0,0,0,1,1,0,3,1406,4801,0
3566,0,0,0,1,49,1,1,1,0,1,1,1,1,1,1,1,0,1291,3775,0
3568,0,0,0,0,14,1,0,2,0,1,0,1,1,1,0,1,2,1568,1558,0
3571,0,0,0,0,29,1,0,1,0,0,1,0,0,1,0,1,0,886,1727,0
3572,0,1,0,0,26,1,0,2,0,0,0,0,0,1,0,1,0,1194,2319,0
3573,0,0,1,1,21,1,0,0,2,2,2,2,2,2,0,1,2,324,4509,0
3575,1,0,0,0,55,0,2,1,0,0,0,1,1,1,0,1,0,714,2602,0
3576,0,0,1,1,70,1,1,0,2,2,2,2,2,2,1,1,2,364,1094,0
3577,1,0,0,0,30,1,0,1,0,1,0,1,0,1,1,1,1,940,2145,1
3578,0,0,0,0,35,1,0,1,1,1,0,0,1,0,0,0,1,934,2237,0
3579,1,0,1,1,35,1,1,2,0,0,1,0,0,0,0,1,0,1228,2859,0
3580,0,0,0,1,72,1,0,1,0,0,1,1,1,1,0,1,1,1070,5211,1
3581,1,0,1,1,60,1,0,1,1,1,1,1,1,0,2,0,3,1101,3957,0
3582,0,0,0,0,23,1,0,2,0,0,0,0,1,0,0,1,0,1214,1955,0
3583,1,0,1,1,35,0,2,1,0,1,1,1,1,1,1,0,1,853,2099,0
3584,1,0,1,0,71,1,0,2,1,0,0,0,0,0,0,1,1,1111,5250,0
3585,1,1,1,0,28,1,0,2,1,0,0,1,1,0,1,0,1,1400,2718,0
3586,1,0,0,0,45,0,2,1,1,0,1,1,0,0,0,0,1,546,1862,1
3587,1,1,0,0,72,1,1,2,0,1,0,0,1,1,0,1,3,1574,6365,1
3588,1,0,1,0,72,1,1,1,0,1,1,0,0,1,0,1,3,1000,5226,0
3589,1,0,1,1,25,1,1,1,0,0,0,0,0,1,0,0,2,841,1379,0
3590,0,0,1,0,46,1,0,0,2,2,2,2,2,2,1,1,2,330,6429,0
3593,1,0,0,0,71,1,0,2,0,0,0,0,0,0,0,1,1,1021,4576,1
3594,0,0,0,0,72,0,2,1,0,1,0,0,0,1,0,0,0,560,3108,0
3596,0,0,0,0,23,1,0,1,1,1,0,0,0,0,0,0,0,770,1126,1
3597,1,0,1,0,18,1,0,2,0,0,0,1,1,1,0,1,3,1506,1972,0
3599,0,0,1,1,40,1,1,1,1,1,1,1,1,0,0,0,1,1230,3067,0
3600,1,1,1,1,47,1,1,2,0,1,1,0,0,0,0,1,0,1283,3542,1
3601,0,0,1,1,51,1,0,0,2,2,2,2,2,2,0,0,3,333,169,0
3602,0,0,0,0,32,1,1,1,1,1,1,0,0,0,0,1,2,954,2180,0
3604,1,0,1,1,32,1,0,0,2,2,2,2,2,2,0,0,0,325,5609,0
3605,1,0,0,0,28,1,0,1,0,1,0,0,0,0,0,1,0,676,1243,0
3606,0,0,1,0,68,1,1,2,0,0,1,0,1,1,1,1,0,33,5552,0
3608,1,0,0,0,33,1,1,2,0,0,0,0,0,0,0,0,0,1116,2614,1
3609,0,0,0,0,58,1,1,2,0,1,1,0,1,1,1,1,0,73,5170,0
3611,1,0,0,0,36,1,0,2,0,1,0,1,1,1,2,1,3,1578,3605,0
3612,1,0,0,0,14,1,1,2,0,0,0,0,0,0,0,1,0,1085,999,0
3613,1,1,0,0,51,0,2,1,0,0,1,0,1,1,1,1,2,681,2383,0
3614,1,0,1,0,66,0,2,1,1,0,1,1,1,1,2,0,2,852,3466,0
3615,1,1,1,1,19,1,1,2,0,1,1,0,1,1,0,0,0,109,2354,1
3616,0,1,1,0,66,1,0,2,1,1,0,0,0,1,1,0,3,1345,4950,0
3618,1,0,1,1,42,1,1,1,0,1,0,0,0,0,0,0,0,748,2192,0
3619,0,0,1,1,70,1,0,1,1,1,1,1,1,1,2,0,2,1305,5001,0
3620,1,1,1,0,27,0,2,1,0,1,1,1,1,0,0,1,0,680,1272,0
3622,0,0,1,1,70,1,1,1,1,1,1,1,1,1,2,0,3,1416,5290,0
3623,1,1,1,0,31,1,0,2,0,0,0,0,0,0,0,1,2,1062,2231,0
3624,0,1,1,1,59,1,1,2,0,1,1,0,0,1,0,1,3,1514,4928,0
3625,0,0,1,0,69,1,0,0,2,2,2,2,2,2,2,0,3,330,685,0
3626,1,0,0,1,16,1,0,1,0,1,0,1,0,0,0,1,2,769,517,0
3628,1,0,0,0,72,1,0,1,1,0,1,1,1,0,0,1,1,1009,5224,0
3630,0,0,0,0,34,1,0,0,2,2,2,2,2,2,0,0,2,352,6211,1
3632,0,0,1,0,17,1,1,2,0,0,1,0,0,0,0,1,1,1197,1525,0
3634,1,1,0,0,70,1,1,2,1,1,1,1,1,1,2,0,2,246,5932,0
3635,0,0,1,0,70,1,1,0,2,2,2,2,2,2,2,0,0,387,1271,0
3637,1,0,0,0,72,1,0,0,2,2,2,2,2,2,0,0,1,338,1308,1
3639,0,1,1,0,57,1,1,2,0,0,1,0,1,1,1,1,3,10,4932,0
3640,1,1,1,0,22,1,1,2,0,1,1,0,0,1,0,1,0,1510,2384,1
3641,0,0,0,0,44,1,0,1,0,0,1,1,1,1,2,1,2,1100,3206,0
3642,0,1,0,0,24,1,1,2,0,1,1,0,1,1,0,1,0,76,2711,0
3643,0,0,1,0,49,1,0,0,2,2,2,2,2,2,1,0,3,314,6514,0
3644,1,0,0,1,33,1,1,0,2,2,2,2,2,2,2,0,1,396,10,0
3645,0,0,0,0,72,1,0,0,2,2,2,2,2,2,0,0,1,314,1020,0
3646,1,0,0,0,33,1,0,2,0,0,1,1,0,0,1,0,0,1242,2801,0
3647,1,1,0,0,71,1,0,2,0,0,0,0,0,0,0,1,0,1013,4722,0
3648,0,0,1,1,47,1,1,2,0,0,1,0,0,1,1,1,0,1400,3882,0
3649,1,0,1,1,69,1,1,0,2,2,2,2,2,2,2,0,3,403,1408,0
3650,1,1,0,0,69,1,1,0,2,2,2,2,2,2,2,1,1,389,1292,0
3651,0,1,1,0,68,1,0,0,2,2,2,2,2,2,2,1,3,324,855,0
3653,1,0,1,0,32,0,2,1,1,1,0,1,1,1,2,1,2,847,1814,0
3654,0,0,1,0,21,1,0,2,0,1,1,0,0,1,0,0,3,1395,2081,0
3655,0,0,1,0,26,1,0,0,2,2,2,2,2,2,0,0,2,321,5163,0
3656,1,1,1,0,44,1,0,1,0,1,0,0,0,0,2,0,1,676,2034,0
3657,0,0,1,1,31,1,1,0,2,2,2,2,2,2,2,1,2,378,6244,0
3659,1,0,1,0,64,1,1,2,1,1,1,0,1,1,1,0,3,186,5686,0
3660,1,0,0,0,67,0,2,1,0,0,1,1,0,0,1,1,3,503,2135,0
3661,0,0,0,0,47,1,0,2,0,0,0,0,1,1,1,0,3,1349,3797,0
3662,0,0,0,0,72,1,0,1,0,0,0,0,0,0,0,0,0,612,3558,1
3663,0,0,0,0,72,1,0,2,0,0,0,0,1,1,0,1,1,1365,5950,0
3664,1,0,0,0,34,1,0,1,0,0,0,1,0,0,0,1,1,696,1652,0
3665,1,0,1,0,69,1,1,2,1,1,1,0,1,0,2,1,0,1565,5497,0
3666,0,0,1,1,46,1,1,2,0,0,0,0,1,0,0,1,2,1287,3508,1
3667,0,1,1,1,17,1,0,2,0,0,1,0,1,1,2,1,0,1522,1900,0
3668,1,0,1,0,15,1,0,1,1,0,0,0,1,0,1,1,2,842,675,0
3669,1,0,0,0,39,1,1,2,1,1,1,0,1,1,0,1,0,215,4165,0
3670,0,0,1,1,27,1,1,0,2,2,2,2,2,2,0,0,2,381,6166,0
3672,0,0,1,0,50,1,1,1,0,0,0,0,1,1,1,1,3,1022,3203,1
3673,1,0,0,0,37,1,1,2,0,1,0,0,1,1,0,1,0,33,3639,1
3676,1,0,0,0,24,1,0,1,1,1,0,1,1,0,1,0,0,1027,1676,0
3680,1,0,1,0,72,0,2,1,0,0,0,1,1,0,0,0,1,558,2852,1
3681,1,1,1,0,41,1,1,2,0,0,1,0,1,1,0,1,0,20,3961,1
3683,1,0,1,0,69,1,0,1,1,0,0,1,0,0,2,0,2,753,3244,0
3684,1,0,0,0,38,1,1,2,0,0,0,0,0,0,0,1,3,1118,2745,0
3685,1,0,1,0,46,0,2,1,1,0,0,1,1,0,1,1,2,598,1804,0
3688,0,0,0,0,36,1,1,2,0,0,1,0,1,1,0,0,2,1547,3408,0
3690,0,0,0,0,17,0,2,1,0,1,1,0,1,1,0,1,3,746,441,1
3691,0,0,1,0,35,1,1,1,0,1,0,0,1,0,1,0,2,910,2283,0
3692,0,0,1,1,23,1,1,1,0,1,1,0,1,0,0,1,2,1002,1986,0
3693,0,0,0,0,31,1,1,1,1,0,0,0,1,0,1,0,2,925,1982,0
3694,0,0,1,1,64,1,1,2,1,0,1,1,1,1,2,1,3,164,5603,1
3695,0,0,1,1,26,1,1,2,0,1,0,0,1,1,0,1,0,1563,2681,0
3696,0,0,1,0,56,1,0,1,0,0,0,1,0,0,0,1,0,663,2351,1
3697,0,0,1,1,26,1,1,2,1,0,0,0,1,0,0,0,0,1389,2509,0
3698,0,0,0,0,55,1,1,2,0,1,1,0,0,0,0,1,0,1264,4193,0
3699,0,0,1,0,24,1,0,1,0,1,1,1,0,1,1,0,2,1024,1820,0
3700,1,0,0,1,13,1,0,0,2,2,2,2,2,2,0,1,0,321,3218,1
3701,0,0,1,1,20,1,1,0,2,2,2,2,2,2,2,0,0,386,5830,0
3702,0,1,0,0,13,1,1,2,1,0,0,0,0,0,0,1,0,1187,943,1
3703,1,0,0,1,72,1,0,0,2,2,2,2,2,2,1,0,1,335,1496,0
3704,0,0,1,1,65,1,1,1,1,1,1,0,1,0,1,1,3,1072,4336,0
3705,0,0,1,1,66,1,1,1,1,0,0,1,0,0,2,0,3,875,3469,0
3706,1,0,0,0,19,1,1,2,0,0,1,1,0,0,0,1,1,1285,1921,0
3707,1,0,1,1,66,1,0,0,2,2,2,2,2,2,2,0,2,331,646,0
3711,0,0,1,1,51,1,1,1,1,1,0,1,0,1,1,1,2,1126,3634,0
3712,1,0,0,0,39,1,0,1,1,0,0,1,1,0,1,0,0,940,2406,0
3713,1,1,1,0,41,1,0,2,0,0,0,0,0,1,0,1,0,1212,3121,1
3714,1,0,1,1,66,1,0,1,1,1,1,0,0,0,2,1,2,842,3478,0
3717,1,0,0,0,22,1,0,1,0,0,1,0,0,0,0,0,2,659,589,0
3718,0,0,1,0,53,1,1,2,1,0,0,0,1,1,0,1,0,1578,4555,0
3719,1,0,0,0,21,1,0,0,2,2,2,2,2,2,1,0,3,304,4461,0
3720,0,0,0,0,37,1,0,1,1,0,1,0,0,0,0,0,3,754,2105,0
3722,1,0,0,1,16,0,2,1,1,1,0,1,0,0,1,0,2,558,6435,0
3724,1,0,1,1,59,1,1,0,2,2,2,2,2,2,1,0,2,392,875,0
3727,0,0,0,0,23,1,1,2,0,0,0,0,1,1,0,1,0,1523,2516,1
